ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
416,Vietnam,ASIA; SCS; SEA,,Critical infrastructure,Health
416,Vietnam,ASIA; SCS; SEA,,Critical infrastructure,Telecommunications
416,Vietnam,ASIA; SCS; SEA,,Critical infrastructure,Finance
416,Vietnam,ASIA; SCS; SEA,,Critical infrastructure,Defence industry
416,Vietnam,ASIA; SCS; SEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
416,Vietnam,ASIA; SCS; SEA,,Social groups,Political opposition / dissidents / expats
416,Vietnam,ASIA; SCS; SEA,,Media,
416,Middle East (region),,,State institutions / political system,Government / ministries
416,Middle East (region),,,State institutions / political system,Military
416,Middle East (region),,,Critical infrastructure,Transportation
416,Middle East (region),,,Critical infrastructure,Health
416,Middle East (region),,,Critical infrastructure,Telecommunications
416,Middle East (region),,,Critical infrastructure,Finance
416,Middle East (region),,,Critical infrastructure,Defence industry
416,Middle East (region),,,Social groups,Advocacy / activists (e.g. human rights organizations)
416,Middle East (region),,,Social groups,Political opposition / dissidents / expats
416,Middle East (region),,,Media,
417,Taiwan,ASIA; SCS,,State institutions / political system,Government / ministries
417,Taiwan,ASIA; SCS,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
417,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
417,China,ASIA; SCS; EASIA; NEA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
418,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
418,Israel,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
418,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,Israel,ASIA; MENA; MEA,,Science,
418,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
418,United States,NATO; NORTHAM,,State institutions / political system,Military
418,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
418,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,United States,NATO; NORTHAM,,Science,
418,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
418,Turkey,ASIA; NATO; MEA,,State institutions / political system,Military
418,Turkey,ASIA; NATO; MEA,,Critical infrastructure,Defence industry
418,Turkey,ASIA; NATO; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,Turkey,ASIA; NATO; MEA,,Science,
418,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
418,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
418,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Defence industry
418,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Science,
418,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
418,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Military
418,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Defence industry
418,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,Germany,EUROPE; NATO; EU; WESTEU,,Science,
418,Jordan,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
418,Jordan,ASIA; MENA; MEA,,State institutions / political system,Military
418,Jordan,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
418,Jordan,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
418,Jordan,ASIA; MENA; MEA,,Science,
419,Southeast Asia (region),,,Critical infrastructure,Telecommunications
419,United States,NATO; NORTHAM,,Critical infrastructure,Telecommunications
420,United States,NATO; NORTHAM,,Critical infrastructure,Telecommunications
420,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
420,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
421,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
421,United States,NATO; NORTHAM,,End user(s) / specially protected groups,
421,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Critical infrastructure,Defence industry
421,"Iran, Islamic Republic of",ASIA; MENA; MEA,,End user(s) / specially protected groups,
422,United States,NATO; NORTHAM,,State institutions / political system,Military
422,United States,NATO; NORTHAM,,End user(s) / specially protected groups,
423,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
423,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
423,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
423,"Korea, Republic of",ASIA; SCS; NEA,,Science,
423,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
423,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
423,China,ASIA; SCS; EASIA; NEA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
423,China,ASIA; SCS; EASIA; NEA; SCO,,Science,
424,Unknown,,,State institutions / political system,
424,Unknown,,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
425,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
425,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,Telecommunications
425,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
425,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
425,Ukraine,EUROPE; EASTEU,,Critical infrastructure,Telecommunications
425,Ukraine,EUROPE; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
425,Slovakia,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Government / ministries
425,Slovakia,EUROPE; NATO; EU; EASTEU,,Critical infrastructure,Telecommunications
425,Slovakia,EUROPE; NATO; EU; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
426,Finland,EUROPE; EU; NORTHEU,,State institutions / political system,Government / ministries
427,Azerbaijan,ASIA; CENTAS,,State institutions / political system,Police
427,Azerbaijan,ASIA; CENTAS,,State institutions / political system,Intelligence agencies
428,Unknown,,,State institutions / political system,
428,Unknown,,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
429,United States,NATO; NORTHAM,,State institutions / political system,Legislative
429,United States,NATO; NORTHAM,,End user(s) / specially protected groups,
429,Romania,EUROPE; BALKANS; NATO; EU,,State institutions / political system,Legislative
429,Romania,EUROPE; BALKANS; NATO; EU,,End user(s) / specially protected groups,
430,United States,NATO; NORTHAM,,State institutions / political system,
430,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,United States,NATO; NORTHAM,,Science,
430,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,
430,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Germany,EUROPE; NATO; EU; WESTEU,,Science,
430,Australia,OC,,State institutions / political system,
430,Australia,OC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Australia,OC,,Science,
430,Canada,NATO; NORTHAM,,State institutions / political system,
430,Canada,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Canada,NATO; NORTHAM,,Science,
430,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,
430,China,ASIA; SCS; EASIA; NEA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,China,ASIA; SCS; EASIA; NEA; SCO,,Science,
430,Denmark,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
430,Denmark,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Denmark,EUROPE; NATO; EU; NORTHEU,,Science,
430,Israel,ASIA; MENA; MEA,,State institutions / political system,
430,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Israel,ASIA; MENA; MEA,,Science,
430,Italy,EUROPE; NATO; EU,,State institutions / political system,
430,Italy,EUROPE; NATO; EU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Italy,EUROPE; NATO; EU,,Science,
430,Japan,ASIA; SCS; NEA,,State institutions / political system,
430,Japan,ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,Japan,ASIA; SCS; NEA,,Science,
430,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
430,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
430,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Science,
431,United States,NATO; NORTHAM,,State institutions / political system,Civil service / administration
432,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
432,Vietnam,ASIA; SCS; SEA,,Social groups,Political opposition / dissidents / expats
432,Vietnam,ASIA; SCS; SEA,,Media,
432,Southeast Asia (region),,,State institutions / political system,Government / ministries
432,Southeast Asia (region),,,Social groups,Political opposition / dissidents / expats
432,Southeast Asia (region),,,Media,
432,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
432,China,ASIA; SCS; EASIA; NEA; SCO,,Social groups,Political opposition / dissidents / expats
432,China,ASIA; SCS; EASIA; NEA; SCO,,Media,
433,United States,NATO; NORTHAM,,State institutions / political system,Military
434,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
435,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
436,India,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
437,Turkey,ASIA; NATO; MEA,,Science,
438,Chile,SOUTHAM,,State institutions / political system,Military
439,Sri Lanka,ASIA; SASIA,,State institutions / political system,Government / ministries
440,Japan,ASIA; SCS; NEA,,State institutions / political system,Government / ministries
441,Egypt,MENA; MEA; AFRICA; NAF,,State institutions / political system,Government / ministries
442,United States,NATO; NORTHAM,Federal Reserve Bank (United States),Critical infrastructure,Finance
443,Mongolia,ASIA; EASIA; NEA,,State institutions / political system,Police
444,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
445,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
445,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
446,Lebanon,ASIA; MENA; MEA,,State institutions / political system,Legislative
447,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
447,India,ASIA; SASIA; SCO,,State institutions / political system,Military
447,India,ASIA; SASIA; SCO,,Science,
448,Bangladesh,ASIA; SASIA,,State institutions / political system,Government / ministries
448,Bangladesh,ASIA; SASIA,,State institutions / political system,Judiciary
449,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
450,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
451,"Korea, Democratic People's Republic of",ASIA; NEA,,Critical infrastructure,Telecommunications
451,"Korea, Democratic People's Republic of",ASIA; NEA,,Media,
452,"Iran, Islamic Republic of",ASIA; MENA; MEA,,State institutions / political system,Legislative
452,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
452,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Science,
453,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
454,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
454,"Korea, Republic of",ASIA; SCS; NEA,,Media,
455,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
456,Israel,ASIA; MENA; MEA,,State institutions / political system,Intelligence agencies
457,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
457,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
457,Israel,ASIA; MENA; MEA,,State institutions / political system,Police
458,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Civil service / administration
458,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Election infrastructure / related systems
459,"Korea, Democratic People's Republic of",ASIA; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
460,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
460,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
460,Israel,ASIA; MENA; MEA,,End user(s) / specially protected groups,
461,Gabon,AFRICA; SSA,,State institutions / political system,Government / ministries
462,United States,NATO; NORTHAM,,Media,
463,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
464,Australia,OC,,State institutions / political system,Intelligence agencies
465,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
466,Romania,EUROPE; BALKANS; NATO; EU,,State institutions / political system,Civil service / administration
467,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
468,Taiwan,ASIA; SCS,,State institutions / political system,Government / ministries
469,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
470,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
471,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
471,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Civil service / administration
472,Syria,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
473,United States,NATO; NORTHAM,,State institutions / political system,Military
474,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
475,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
476,Zimbabwe,AFRICA; SSA,,State institutions / political system,Government / ministries
476,Zimbabwe,AFRICA; SSA,,State institutions / political system,Political parties
476,Zimbabwe,AFRICA; SSA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
476,South Africa,AFRICA; SSA,,State institutions / political system,Government / ministries
476,South Africa,AFRICA; SSA,,State institutions / political system,Political parties
476,South Africa,AFRICA; SSA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
477,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
478,Swaziland,AFRICA; SSA,,State institutions / political system,Government / ministries
478,Zimbabwe,AFRICA; SSA,,State institutions / political system,Government / ministries
479,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Political parties
479,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
479,United States,NATO; NORTHAM,,State institutions / political system,Political parties
479,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
480,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
480,Ukraine,EUROPE; EASTEU,,State institutions / political system,Military
480,Ukraine,EUROPE; EASTEU,,State institutions / political system,Police
480,Ukraine,EUROPE; EASTEU,,State institutions / political system,Political parties
481,Turkey,ASIA; NATO; MEA,,State institutions / political system,Civil service / administration
482,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
483,United States,NATO; NORTHAM,,State institutions / political system,Military
484,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
485,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
486,Egypt,MENA; MEA; AFRICA; NAF,,State institutions / political system,Government / ministries
487,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
488,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
489,Peru,SOUTHAM,,State institutions / political system,Civil service / administration
490,Sweden,EUROPE; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
490,Sweden,EUROPE; EU; NORTHEU,,End user(s) / specially protected groups,
491,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
492,United Arab Emirates,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
493,Nauru,OC,,State institutions / political system,Government / ministries
493,Nauru,OC,,Critical infrastructure,Telecommunications
494,Canada,NATO; NORTHAM,,Media,
495,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
496,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
496,Indonesia,ASIA; SCS; SEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
497,China,ASIA; SCS; EASIA; NEA; SCO,,Social groups,Ethnic
498,Myanmar,ASIA; SEA,,State institutions / political system,Government / ministries
499,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Civil service / administration
500,Australia,OC,,State institutions / political system,Civil service / administration
500,Australia,OC,,State institutions / political system,Election infrastructure / related systems
501,Gabon,AFRICA; SSA,,State institutions / political system,Government / ministries
502,Egypt,MENA; MEA; AFRICA; NAF,National Bank (Egypt),State institutions / political system,Government / ministries
502,Egypt,MENA; MEA; AFRICA; NAF,National Bank (Egypt),Critical infrastructure,Finance
503,Unknown,,,Social groups,Terrorist
504,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,Government / ministries
505,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Political parties
506,China,ASIA; SCS; EASIA; NEA; SCO,,Critical infrastructure,Telecommunications
507,Colombia,SOUTHAM,,State institutions / political system,Government / ministries
508,Austria,EUROPE; EU; WESTEU,,State institutions / political system,Political parties
509,Europe (region),,,State institutions / political system,Government / ministries
510,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
510,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
510,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
511,Mexico,,,State institutions / political system,Legislative
511,Mexico,,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
512,United States,NATO; NORTHAM,,State institutions / political system,Military
513,Brazil,SOUTHAM,,State institutions / political system,Military
514,Israel,ASIA; MENA; MEA,,Critical infrastructure,Transportation
515,Cambodia,ASIA; SEA,,State institutions / political system,Government / ministries
515,Cambodia,ASIA; SEA,,State institutions / political system,Political parties
516,India,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
516,India,ASIA; SASIA; SCO,,End user(s) / specially protected groups,
517,Cambodia,ASIA; SEA,,State institutions / political system,Government / ministries
517,Cambodia,ASIA; SEA,,Critical infrastructure,Finance
517,Cambodia,ASIA; SEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
518,India,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
518,India,ASIA; SASIA; SCO,,End user(s) / specially protected groups,
519,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,
519,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
520,Venezuela,SOUTHAM,,State institutions / political system,Military
521,Greece,EUROPE; NATO; EU; BALKANS,,State institutions / political system,Government / ministries
521,Greece,EUROPE; NATO; EU; BALKANS,,International / supranational organization,
521,Organization for Security and Cooperation in Europe,,,State institutions / political system,Government / ministries
521,Organization for Security and Cooperation in Europe,,,International / supranational organization,
522,Turkey,ASIA; NATO; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
523,Venezuela,SOUTHAM,,State institutions / political system,Military
523,Venezuela,SOUTHAM,,State institutions / political system,Police
524,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
525,Algeria,AFRICA; NAF; MENA,,State institutions / political system,Government / ministries
526,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
527,Paraguay,SOUTHAM,,State institutions / political system,Police
528,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
529,Argentina,SOUTHAM,,State institutions / political system,Political parties
529,Argentina,SOUTHAM,,Social groups,Political opposition / dissidents / expats
530,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
531,Honduras,CENTAM,,State institutions / political system,Government / ministries
532,Nigeria,AFRICA; SSA,,State institutions / political system,Government / ministries
533,Japan,ASIA; SCS; NEA,,State institutions / political system,Government / ministries
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Energy
533,Japan,ASIA; SCS; NEA,,Media,
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Transportation
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Health
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Chemicals
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Telecommunications
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Food
533,Japan,ASIA; SCS; NEA,,Critical infrastructure,Finance
534,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
535,Estonia,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Government / ministries
536,Syria,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
536,Syria,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
537,Cambodia,ASIA; SEA,,State institutions / political system,Judiciary
538,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
539,Syria,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
540,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
540,Ukraine,EUROPE; EASTEU,,State institutions / political system,Legislative
541,NATO (region),,,International / supranational organization,
542,Brazil,SOUTHAM,,State institutions / political system,Military
543,Japan,ASIA; SCS; NEA,,State institutions / political system,Government / ministries
544,Peru,SOUTHAM,,State institutions / political system,Government / ministries
545,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
545,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Civil service / administration
545,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
546,Peru,SOUTHAM,,State institutions / political system,Police
547,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
548,India,ASIA; SASIA; SCO,,State institutions / political system,Military
549,EU (region),,,International / supranational organization,
550,Venezuela,SOUTHAM,,State institutions / political system,Government / ministries
551,Angola,AFRICA; SSA,,State institutions / political system,
552,Angola,AFRICA; SSA,,State institutions / political system,Government / ministries
553,India,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
553,India,ASIA; SASIA; SCO,,State institutions / political system,Military
554,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
555,Honduras,CENTAM,,State institutions / political system,Government / ministries
555,Honduras,CENTAM,,State institutions / political system,Police
555,Honduras,CENTAM,,State institutions / political system,Political parties
555,Honduras,CENTAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
556,Nigeria,AFRICA; SSA,,State institutions / political system,Government / ministries
557,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
557,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
558,Cambodia,ASIA; SEA,,State institutions / political system,Government / ministries
558,Cambodia,ASIA; SEA,,State institutions / political system,Police
559,Peru,SOUTHAM,,State institutions / political system,Government / ministries
560,South Africa,AFRICA; SSA,,State institutions / political system,Government / ministries
561,Bangladesh,ASIA; SASIA,,State institutions / political system,Government / ministries
562,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
562,Pakistan,ASIA; SASIA; SCO,,Social groups,Ethnic
563,China,ASIA; SCS; EASIA; NEA; SCO,,Social groups,Ethnic
564,Egypt,MENA; MEA; AFRICA; NAF,,State institutions / political system,Government / ministries
564,Egypt,MENA; MEA; AFRICA; NAF,,State institutions / political system,Military
564,Egypt,MENA; MEA; AFRICA; NAF,,Critical infrastructure,Energy
564,Egypt,MENA; MEA; AFRICA; NAF,,Critical infrastructure,Transportation
564,Egypt,MENA; MEA; AFRICA; NAF,,Critical infrastructure,Finance
564,Egypt,MENA; MEA; AFRICA; NAF,,Critical infrastructure,Defence industry
564,Egypt,MENA; MEA; AFRICA; NAF,,Social groups,Religious
564,Egypt,MENA; MEA; AFRICA; NAF,,Social groups,Advocacy / activists (e.g. human rights organizations)
564,Egypt,MENA; MEA; AFRICA; NAF,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
564,Palestine,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
564,Palestine,ASIA; MENA; MEA,,State institutions / political system,Military
564,Palestine,ASIA; MENA; MEA,,Critical infrastructure,Energy
564,Palestine,ASIA; MENA; MEA,,Critical infrastructure,Transportation
564,Palestine,ASIA; MENA; MEA,,Critical infrastructure,Finance
564,Palestine,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
564,Palestine,ASIA; MENA; MEA,,Social groups,Religious
564,Palestine,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
564,Palestine,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
564,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
564,Israel,ASIA; MENA; MEA,,State institutions / political system,Military
564,Israel,ASIA; MENA; MEA,,Critical infrastructure,Energy
564,Israel,ASIA; MENA; MEA,,Critical infrastructure,Transportation
564,Israel,ASIA; MENA; MEA,,Critical infrastructure,Finance
564,Israel,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
564,Israel,ASIA; MENA; MEA,,Social groups,Religious
564,Israel,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
564,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
564,Jordan,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
564,Jordan,ASIA; MENA; MEA,,State institutions / political system,Military
564,Jordan,ASIA; MENA; MEA,,Critical infrastructure,Energy
564,Jordan,ASIA; MENA; MEA,,Critical infrastructure,Transportation
564,Jordan,ASIA; MENA; MEA,,Critical infrastructure,Finance
564,Jordan,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
564,Jordan,ASIA; MENA; MEA,,Social groups,Religious
564,Jordan,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
564,Jordan,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
565,NATO (region),,,International / supranational organization,
566,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
567,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
568,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,Government / ministries
568,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,Police
568,Armenia,ASIA; CENTAS; CSTO,,Science,
568,Armenia,ASIA; CENTAS; CSTO,,Other,
569,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
569,Ukraine,EUROPE; EASTEU,,Media,
570,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,
570,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Defence industry
571,United States,NATO; NORTHAM,,State institutions / political system,Civil service / administration
572,Europe (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
572,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
